date	followers	following	medias
2018-11-27 10:54:26	951	571	389
2018-11-27 11:54:27	954	574	389
2018-11-27 12:54:27	953	574	389
2018-11-27 13:54:28	952	574	389
2018-11-27 14:54:29	949	574	390
2018-11-27 15:54:30	951	574	391
2018-11-27 16:54:30	951	575	391
2018-11-27 17:54:30	952	598	391
2018-11-27 18:54:30	951	549	391
2018-11-27 19:54:31	951	547	391
2018-11-27 20:54:31	951	547	392
2018-11-27 22:19:59	955	547	393
2018-11-27 23:20:00	958	547	393
2018-11-28 00:20:00	959	547	393
2018-11-28 01:20:01	957	547	393
2018-11-28 02:20:01	958	547	393
2018-11-28 03:20:02	958	547	393
2018-11-28 04:20:02	960	547	393
2018-11-28 05:20:03	960	547	393
2018-11-28 06:20:03	964	547	393
2018-11-28 07:20:04	962	446	393
2018-11-28 08:20:04	962	447	393
2018-11-28 09:20:04	959	447	393
2018-11-28 10:20:04	962	463	393
2018-11-28 11:20:05	965	463	394
2018-11-28 12:20:06	966	463	394
2018-11-28 13:20:07	966	463	394
2018-11-28 14:20:08	967	463	394
2018-11-28 15:20:09	968	463	395
2018-11-28 16:20:09	966	463	395
2018-11-28 17:20:10	967	463	395
2018-11-28 18:20:10	967	463	395
2018-11-28 19:20:11	967	466	395
2018-11-28 20:20:12	967	466	395
2018-11-28 21:20:15	966	449	396
2018-11-29 00:07:30	968	452	397
2018-11-29 01:07:30	964	452	397
2018-11-29 02:07:31	966	452	397
2018-11-29 03:07:31	966	452	397
2018-11-29 04:07:32	963	452	398
2018-11-29 05:07:32	964	452	398
2018-11-29 06:07:33	965	452	398
2018-11-29 07:07:34	961	452	398
2018-11-29 08:07:34	958	452	397
2018-11-29 09:07:34	957	452	397
2018-11-29 10:07:35	958	452	397
2018-11-29 11:07:35	958	470	397
2018-11-29 12:07:36	960	480	397
2018-11-29 13:07:36	959	481	397
2018-11-29 14:07:37	959	481	397
2018-11-29 15:07:37	959	481	397
2018-11-29 16:07:37	961	481	397
2018-11-29 17:07:38	960	481	397
2018-11-29 18:07:39	957	481	397
2018-11-29 19:07:39	957	480	397
2018-11-29 20:07:39	956	480	397
2018-11-29 21:07:40	956	480	397
2018-11-29 22:07:40	956	480	397
2018-11-29 23:07:40	956	481	397
2018-11-30 00:07:41	957	500	397
2018-11-30 01:07:42	956	461	397
2018-11-30 02:07:43	958	461	397
2018-11-30 03:07:43	958	461	397
2018-11-30 04:07:44	954	461	397
2018-11-30 06:15:45	954	461	397
2018-11-30 16:16:17	954	461	397
2018-11-30 19:16:20	954	461	397
2018-11-30 20:29:02	954	461	397
2018-11-30 21:30:06	954	461	397
2018-11-30 23:41:53	954	461	397
2018-12-01 02:38:24	954	461	397
2018-12-01 06:04:52	954	461	397
2018-12-01 13:14:27	939	479	400
2018-12-01 14:14:28	937	479	400
2018-12-01 15:14:28	941	479	401
2018-12-01 16:14:29	940	479	401
2018-12-01 17:14:30	940	479	401
2018-12-01 18:14:31	940	479	401
2018-12-01 19:14:30	940	479	401
2018-12-01 20:14:31	942	479	401
2018-12-01 21:14:31	942	486	401
2018-12-01 22:14:31	941	486	401
2018-12-01 23:14:32	940	486	402
2018-12-02 00:55:56	939	486	402
2018-12-02 01:55:56	939	486	402
2018-12-02 02:55:57	935	486	402
2018-12-02 03:55:57	935	486	402
2018-12-02 07:20:35	939	486	405
2018-12-02 08:20:35	937	486	405
2018-12-02 09:20:36	936	486	405
2018-12-02 10:20:37	934	486	405
2018-12-02 11:20:37	935	486	405
2018-12-02 12:20:37	935	486	405
2018-12-02 13:20:37	935	486	405
2018-12-02 14:52:28	940	486	406
2018-12-02 15:52:29	938	486	406
2018-12-02 16:52:29	937	486	406
2018-12-02 17:52:30	936	486	406
2018-12-02 18:52:30	933	486	406
2018-12-02 19:52:31	933	486	406
2018-12-02 20:52:32	935	486	407
2018-12-02 21:52:33	935	486	407
2018-12-02 22:52:34	940	486	408
2018-12-02 23:52:34	941	468	408
2018-12-03 00:52:35	943	482	408
2018-12-03 01:52:35	942	483	408
2018-12-03 02:52:35	942	529	408
2018-12-03 03:52:36	943	529	408
2018-12-03 04:52:37	946	529	408
2018-12-03 05:52:37	948	529	408
2018-12-03 06:52:38	947	529	408
2018-12-03 08:53:58	950	541	409
2018-12-03 09:53:58	950	541	409
2018-12-03 10:53:59	950	541	410
2018-12-03 11:53:59	951	541	410
2018-12-03 12:54:00	949	541	410
2018-12-03 13:54:00	950	541	411
2018-12-03 14:54:01	949	541	411
2018-12-03 15:54:01	948	541	411
2018-12-03 16:54:02	947	551	411
2018-12-03 17:54:02	949	551	412
2018-12-03 18:54:03	950	551	412
2018-12-03 19:54:03	948	551	413
2018-12-03 20:54:04	949	573	413
2018-12-03 21:54:04	954	573	414
2018-12-03 22:54:04	953	573	415
2018-12-03 23:57:45	956	573	416
2018-12-04 00:57:46	956	573	416
2018-12-04 01:57:46	955	573	416
2018-12-04 02:57:46	954	573	416
2018-12-04 03:57:47	954	573	416
2018-12-04 04:57:47	957	572	417
2018-12-04 05:57:47	956	573	417
2018-12-04 06:57:47	956	573	417
2018-12-04 07:57:47	957	573	418
2018-12-04 08:57:47	955	573	418
2018-12-04 09:57:48	957	573	418
2018-12-04 10:57:48	959	573	419
2018-12-04 11:57:49	960	588	419
2018-12-04 12:57:49	959	588	419
2018-12-04 13:57:50	961	590	419
2018-12-04 14:57:50	960	590	420
2018-12-04 19:44:30	966	590	421
2018-12-04 20:49:37	966	590	421
2018-12-04 21:53:54	966	590	421
2018-12-04 23:01:02	966	590	421
2018-12-05 00:04:07	966	590	421
2018-12-05 01:56:02	962	590	421
2018-12-05 02:56:02	961	590	421
2018-12-05 03:56:03	960	590	421
2018-12-05 04:56:04	955	590	421
2018-12-05 05:56:04	956	590	421
2018-12-05 06:56:05	958	590	421
2018-12-05 07:56:06	957	590	421
2018-12-05 08:56:06	956	590	421
2018-12-05 09:56:07	956	590	421
2018-12-05 10:56:07	961	590	422
2018-12-05 11:56:08	961	590	422
2018-12-05 12:56:08	962	590	422
2018-12-05 13:56:08	962	602	422
2018-12-05 14:56:09	967	602	423
2018-12-05 15:56:09	967	602	423
2018-12-05 16:56:10	964	602	423
2018-12-05 17:56:11	960	602	423
2018-12-05 18:56:12	960	602	423
2018-12-07 13:13:37	907	488	424
2018-12-07 14:13:38	907	488	424
2018-12-07 15:13:39	907	488	424
2018-12-07 16:13:39	909	488	424
2018-12-07 17:13:40	907	488	424
2018-12-07 18:25:33	907	488	425
2018-12-07 19:25:34	907	488	425
2018-12-07 20:25:34	913	488	426
2018-12-07 21:25:34	915	488	426
2018-12-07 23:25:20	944	488	429
2018-12-08 00:25:20	951	488	430
2018-12-08 01:25:21	949	488	431
2018-12-08 02:25:22	951	488	432
2018-12-08 03:25:22	950	488	432
2018-12-08 04:25:23	953	488	433
2018-12-08 05:25:24	956	488	433
2018-12-08 07:28:03	961	482	434
2018-12-08 08:28:03	963	482	434
2018-12-08 09:28:04	961	482	434
2018-12-08 10:28:04	960	482	434
2018-12-08 11:28:05	959	482	434
2018-12-08 12:28:05	960	479	434
2018-12-08 13:28:05	962	479	435
2018-12-08 14:28:05	961	479	435
2018-12-08 15:28:06	960	479	435
2018-12-08 16:28:07	958	479	435
2018-12-08 17:28:07	957	479	435
2018-12-08 18:28:08	958	480	436
2018-12-08 19:28:09	957	504	436
2018-12-08 20:28:09	957	504	436
2018-12-08 21:28:10	954	504	436
2018-12-08 22:28:11	954	504	436
2018-12-08 23:28:11	952	504	436
2018-12-09 00:28:11	952	504	436
2018-12-09 01:28:11	951	504	436
2018-12-09 02:28:11	949	504	436
2018-12-09 03:28:11	948	504	436
2018-12-09 04:28:12	946	504	436
2018-12-09 05:28:12	947	504	436
2018-12-09 06:28:13	945	504	436
2018-12-09 07:28:13	945	475	436
2018-12-09 08:28:14	942	475	436
2018-12-09 09:28:13	942	475	436
2018-12-09 10:28:14	943	475	436
2018-12-09 11:28:15	938	475	436
2018-12-09 12:28:15	937	475	436
2018-12-09 13:53:32	952	475	438
2018-12-09 14:53:33	951	475	438
2018-12-09 15:53:33	950	475	438
2018-12-09 16:53:34	951	475	438
2018-12-09 18:57:01	949	475	439
2018-12-11 05:58:53	937	475	440
2018-12-11 06:58:54	936	475	440
2018-12-11 07:58:54	937	475	440
2018-12-11 08:58:54	935	475	440
2018-12-11 09:58:54	936	475	440
2018-12-11 10:58:55	937	475	440
2018-12-11 11:58:56	936	475	440
2018-12-11 12:58:56	936	471	440
2018-12-12 08:21:52	924	471	440
2018-12-12 09:21:53	925	471	440
2018-12-12 10:21:54	925	471	440
2018-12-12 11:21:55	924	471	440
2018-12-12 12:32:37	927	475	440
2018-12-12 13:50:31	926	475	441
2018-12-12 14:59:14	924	475	441
2018-12-12 15:59:13	922	475	441
2018-12-12 16:59:13	919	475	441
2018-12-12 17:59:14	918	475	441
2018-12-12 18:59:15	918	475	441
2018-12-12 19:59:15	916	507	441
2018-12-12 20:59:16	916	507	441
2018-12-12 21:59:16	920	507	443
2018-12-12 22:59:17	921	507	443
2018-12-12 23:59:18	921	507	443
2018-12-13 00:59:19	922	507	443
2018-12-13 01:59:20	918	507	443
2018-12-13 02:59:21	919	507	443
2018-12-13 03:59:22	919	507	443
2018-12-13 04:59:22	917	507	443
2018-12-13 05:59:23	919	507	443
2018-12-13 06:59:24	919	507	443
2018-12-13 07:59:24	917	478	443
2018-12-13 08:59:25	917	478	443
2018-12-13 09:59:25	917	478	443
2018-12-13 10:59:25	917	478	443
2018-12-13 11:59:26	917	478	443
2018-12-13 12:59:26	918	478	443
2018-12-13 13:59:27	918	478	443
2018-12-13 14:59:26	920	478	443
2018-12-13 15:59:26	920	478	443
2018-12-13 16:59:27	921	478	443
2018-12-13 17:59:27	921	478	443
2018-12-13 18:59:28	921	478	443
2018-12-13 19:59:28	921	497	443
2018-12-13 22:09:48	921	496	443
2018-12-14 02:10:23	928	491	444
2018-12-14 04:10:40	930	491	444
2018-12-14 21:34:00	930	466	445
2018-12-14 22:38:23	686	22	68
2018-12-14 23:38:36	931	475	445
2018-12-15 00:38:38	931	475	445
2018-12-15 01:38:38	931	475	445
2018-12-15 02:38:39	931	475	445
2018-12-15 03:38:40	929	475	445
2018-12-15 04:38:40	926	475	445
2018-12-15 05:38:41	927	475	445
2018-12-15 06:38:42	927	475	445
2018-12-15 07:38:42	927	475	445
2018-12-15 08:38:42	926	475	445
2018-12-15 09:38:43	924	475	445
2018-12-15 10:38:43	923	475	445
2018-12-15 11:38:43	924	513	445
2018-12-15 12:38:44	920	513	445
2018-12-15 13:38:44	920	513	445
2018-12-15 14:38:44	920	513	447
2018-12-15 15:38:45	921	513	447
2018-12-15 16:38:46	922	513	447
2018-12-15 17:38:46	924	513	447
2018-12-15 18:38:47	923	513	447
2018-12-15 19:38:47	921	513	447
2018-12-15 20:38:48	920	513	447
2018-12-15 21:38:48	920	513	447
2018-12-15 22:38:49	920	514	447
2018-12-15 23:38:49	923	535	447
2018-12-16 00:38:50	922	486	447
2018-12-16 01:38:51	922	486	447
2018-12-16 02:38:50	921	486	447
2018-12-16 03:38:52	923	486	447
2018-12-16 04:38:51	922	486	447
2018-12-16 05:38:52	921	486	447
2018-12-16 06:38:52	921	486	447
2018-12-16 07:38:52	922	486	447
2018-12-16 08:38:52	923	486	447
2018-12-16 09:38:53	922	486	447
2018-12-16 10:38:54	922	486	447
2018-12-16 11:38:54	925	505	447
2018-12-16 12:38:54	924	505	447
2018-12-16 13:38:55	926	505	447
2018-12-16 14:38:56	928	505	447
2018-12-16 15:38:56	927	505	447
2018-12-16 16:38:56	932	512	448
2018-12-16 17:38:57	932	512	448
2018-12-16 18:38:57	933	512	448
2018-12-16 19:38:58	933	512	448
2018-12-16 20:38:58	933	512	448
2018-12-16 21:38:58	934	512	448
2018-12-16 22:38:58	933	514	448
2018-12-16 23:38:59	939	546	449
2018-12-17 00:38:59	943	545	449
2018-12-17 01:39:00	944	496	449
2018-12-17 02:39:01	944	496	449
2018-12-17 03:39:01	943	496	449
2018-12-17 04:39:01	943	496	449
2018-12-17 05:39:02	943	496	449
2018-12-17 06:39:03	940	496	449
2018-12-17 07:39:04	939	496	449
2018-12-17 10:08:21	939	496	449
2018-12-17 12:08:41	939	496	449
2018-12-17 21:21:50	934	515	450
2018-12-17 22:21:50	933	516	450
2018-12-18 00:23:14	932	518	451
2018-12-18 01:37:57	941	525	453
2018-12-18 02:37:57	942	525	453
2018-12-18 03:37:57	943	525	453
2018-12-18 04:37:58	940	525	453
2018-12-18 05:37:59	940	525	453
2018-12-18 06:38:00	940	525	453
2018-12-18 07:38:00	939	525	453
2018-12-18 08:38:01	939	525	454
2018-12-18 09:38:02	947	525	454
2018-12-18 11:46:15	947	525	454
2018-12-18 13:46:41	947	525	454
2018-12-26 00:28:35	891	504	460
2018-12-26 01:28:35	892	504	460
2018-12-26 02:28:36	892	504	460
2018-12-26 03:28:36	892	504	460
2018-12-26 04:28:37	894	504	460
2018-12-26 05:28:37	894	504	460
2018-12-26 06:28:38	894	504	460
2018-12-26 07:28:38	894	504	460
2018-12-26 08:28:40	894	504	460
2018-12-26 10:42:30	896	504	461
2018-12-26 11:42:31	896	504	461
2018-12-26 12:42:31	898	504	461
2018-12-26 13:42:32	900	504	462
2018-12-26 14:42:32	901	505	461
2018-12-26 15:42:33	902	505	461
2018-12-26 16:42:33	902	505	461
2018-12-26 17:42:33	904	505	456
2018-12-26 18:42:33	907	505	456
2018-12-26 19:42:33	917	505	456
2018-12-26 20:42:34	924	505	456
2018-12-26 21:42:35	924	505	456
2018-12-26 22:42:36	924	525	456
2018-12-27 00:18:41	927	525	458
2018-12-27 01:18:41	927	525	458
2018-12-27 02:18:42	927	525	458
2018-12-27 03:18:42	927	525	458
2018-12-27 04:18:43	926	525	458
2018-12-27 05:18:43	926	525	458
2018-12-27 06:18:44	925	525	458
2018-12-27 07:18:44	927	525	457
2018-12-27 08:18:45	927	526	457
2018-12-27 09:18:45	926	526	457
2018-12-27 10:18:46	926	526	457
2018-12-27 11:18:46	926	526	458
2018-12-27 12:18:47	927	549	458
2018-12-27 13:18:47	928	549	458
2018-12-27 14:18:48	928	549	458
2018-12-27 15:18:49	928	547	458
2018-12-27 16:18:49	927	547	459
2018-12-27 17:18:50	927	547	459
2018-12-27 18:18:51	927	547	459
2018-12-27 19:18:51	929	547	460
2018-12-27 20:18:52	929	547	460
2018-12-27 21:18:52	928	547	461
2018-12-27 22:18:53	929	547	461
2018-12-27 23:18:53	929	547	461
2018-12-28 00:18:54	932	559	461
2018-12-28 01:18:55	932	559	461
2018-12-28 02:18:55	932	559	462
2018-12-28 03:18:56	938	559	462
2018-12-28 04:18:57	937	559	462
2018-12-28 05:18:57	939	559	462
2018-12-28 06:18:58	938	559	462
2018-12-28 07:18:59	932	559	462
2018-12-28 08:18:59	930	559	463
2018-12-28 09:19:00	930	559	463
2018-12-28 10:19:01	928	559	463
2018-12-28 11:19:01	928	560	464
2018-12-28 12:19:03	930	570	464
2018-12-28 13:19:03	933	570	464
2018-12-28 14:19:04	933	570	464
2018-12-28 15:19:04	932	570	465
2018-12-28 16:19:04	932	570	465
2018-12-28 17:19:05	932	570	465
2018-12-28 18:19:06	931	570	465
2018-12-28 19:19:07	931	570	465
2018-12-28 20:19:07	929	570	467
2018-12-28 21:19:07	930	570	467
2018-12-28 22:19:07	930	570	467
2018-12-28 23:19:08	931	571	467
2018-12-29 00:19:08	930	585	469
2018-12-29 01:19:09	931	537	469
2018-12-29 02:19:10	932	537	470
2018-12-29 03:19:10	933	537	470
2018-12-29 04:19:11	935	537	470
2018-12-29 05:19:11	935	537	470
2018-12-29 06:19:12	935	537	470
2018-12-29 07:19:12	935	536	470
2018-12-29 08:19:12	939	536	470
2018-12-29 10:18:53	939	542	470
2018-12-29 11:18:54	938	542	470
2018-12-29 12:18:55	938	542	470
2018-12-29 13:18:55	939	542	470
2018-12-29 14:18:55	937	542	470
2018-12-29 15:18:56	935	542	470
2018-12-29 16:18:56	935	542	470
2018-12-29 17:18:57	936	542	470
2018-12-29 18:18:58	935	542	470
2018-12-29 19:18:58	935	542	470
2018-12-29 20:18:59	936	534	471
2018-12-29 21:18:59	938	535	471
2018-12-29 22:18:59	939	568	471
2018-12-29 23:18:59	941	568	471
2018-12-30 00:19:00	941	568	471
2018-12-30 01:19:01	957	568	480
2018-12-30 02:19:01	964	580	480
2018-12-30 03:19:01	962	580	480
2018-12-30 04:19:02	961	580	480
2018-12-30 05:19:02	961	580	480
2018-12-30 06:19:03	962	580	480
2018-12-30 07:19:03	964	580	480
2018-12-30 08:19:03	964	580	480
2018-12-30 09:19:04	963	579	480
2018-12-30 10:19:05	963	548	480
2018-12-30 11:19:05	964	548	480
2018-12-30 12:19:06	964	548	480
2018-12-30 13:19:06	961	548	480
2018-12-30 14:19:06	960	548	480
2018-12-30 15:19:06	960	548	480
2018-12-30 16:19:07	960	548	480
2018-12-30 17:19:08	959	548	480
2018-12-30 18:19:09	959	548	480
2018-12-30 19:19:10	958	548	480
2018-12-30 20:19:10	958	548	480
2018-12-30 21:19:10	956	549	480
2018-12-30 22:19:11	957	587	480
2018-12-30 23:19:26	972	587	486
2018-12-31 00:39:57	973	587	486
2018-12-31 01:59:20	975	587	486
2018-12-31 03:07:49	976	587	486
2018-12-31 04:19:44	974	587	486
2018-12-31 05:29:23	972	587	486
2018-12-31 06:45:58	970	587	486
2018-12-31 07:45:59	966	587	486
2018-12-31 08:46:01	969	587	489
2018-12-31 09:46:00	966	552	489
2018-12-31 10:46:00	964	552	489
2018-12-31 11:46:01	964	551	489
2018-12-31 12:46:01	964	551	489
2018-12-31 13:46:02	961	551	489
2018-12-31 14:46:03	961	551	492
2018-12-31 15:46:03	963	551	492
2018-12-31 18:03:53	962	551	492
2019-01-02 06:19:00	956	550	495
2019-01-02 07:19:00	956	550	495
2019-01-02 08:19:01	956	550	495
2019-01-02 09:19:01	956	550	495
2019-01-02 10:19:02	955	550	495
2019-01-02 11:19:03	954	551	495
2019-01-02 12:19:03	954	540	495
2019-01-02 13:19:04	956	505	495
2019-01-02 14:19:04	956	504	495
2019-01-02 15:19:04	956	504	495
2019-01-02 16:19:05	957	504	495
2019-01-02 17:19:05	957	505	496
2019-01-02 18:19:06	960	529	496
2019-01-02 20:28:18	959	529	498
2019-01-02 21:28:18	959	529	498
2019-01-02 22:28:19	959	529	498
2019-01-02 23:28:19	959	529	498
2019-01-03 00:28:20	959	529	498
2019-01-03 01:28:20	959	529	498
2019-01-03 02:28:21	958	529	498
2019-01-03 03:28:22	958	529	498
2019-01-03 04:28:23	960	529	499
2019-01-03 05:28:23	958	529	499
2019-01-03 06:28:23	958	528	499
2019-01-03 07:28:24	958	528	499
2019-01-03 08:28:24	959	552	499
2019-01-03 09:28:24	959	552	499
2019-01-03 10:28:25	959	552	499
2019-01-03 11:28:26	957	552	499
2019-01-03 12:28:26	956	552	499
2019-01-03 13:28:26	957	552	499
2019-01-03 14:28:27	959	552	500
2019-01-03 15:28:28	962	550	500
2019-01-03 16:28:28	961	550	500
2019-01-03 17:28:29	960	550	500
2019-01-03 18:28:29	960	550	500
2019-01-03 20:28:31	960	558	500
2019-01-03 21:47:14	959	502	501
2019-01-03 22:47:15	965	502	502
2019-01-03 23:47:16	966	502	502
2019-01-04 00:47:16	967	502	502
2019-01-04 01:47:17	966	502	503
2019-01-04 02:47:17	967	502	503
2019-01-04 03:47:18	967	502	503
2019-01-04 04:47:19	963	502	503
2019-01-04 05:47:20	962	502	503
2019-01-04 06:47:21	961	502	503
2019-01-04 07:47:22	962	502	503
2019-01-04 08:47:23	961	502	503
2019-01-04 09:47:24	962	520	503
2019-01-04 10:47:24	961	520	503
2019-01-04 12:47:25	967	520	504
2019-01-04 13:47:26	967	520	504
2019-01-04 14:47:27	968	520	504
2019-01-04 15:47:28	967	520	504
2019-01-04 16:47:29	966	520	504
2019-01-04 17:47:30	965	520	505
2019-01-04 18:47:31	968	520	505
2019-01-04 19:47:31	968	520	505
2019-01-04 20:47:32	971	520	506
2019-01-04 21:47:33	972	533	506
2019-02-09 14:34:08	22660	532	581
2019-02-09 15:34:09	22719	532	581
2019-02-09 17:34:10	22797	532	582
2019-02-10 11:59:20	23052	532	584
2019-02-10 12:59:20	23032	532	584
2019-02-10 13:59:21	22999	532	584
2019-02-10 14:59:21	22976	531	584
2019-02-10 15:59:21	22956	531	584
2019-02-10 16:59:22	22947	531	584
2019-02-10 17:59:22	22933	531	584
2019-02-10 18:59:22	22925	531	584
2019-02-10 19:59:22	22930	531	584
2019-02-10 20:59:23	22926	531	585
2019-02-10 21:59:23	22930	532	585
2019-02-10 22:59:24	22923	532	585
2019-02-10 23:59:25	22925	567	585
2019-02-11 00:59:26	22921	567	585
2019-02-11 01:59:27	22919	567	578
2019-02-11 02:59:28	22919	567	578
2019-02-11 03:59:29	22922	567	578
2019-02-11 04:59:29	22924	567	578
2019-02-11 05:59:29	22924	567	578
2019-02-11 06:59:30	22924	567	578
2019-02-11 07:59:31	23108	567	578
2019-02-11 08:59:31	23216	568	578
2019-02-11 09:59:31	23283	568	578
2019-02-11 10:59:31	23347	569	578
2019-02-11 11:59:33	23426	554	578
2019-02-11 12:59:33	23475	554	578
2019-02-11 13:59:33	23514	554	578
2019-02-11 14:59:34	23541	554	578
2019-02-11 15:59:35	23590	554	579
2019-02-11 16:59:35	23637	554	577
2019-02-11 17:59:35	23676	554	577
2019-02-11 18:59:36	23689	554	577
2019-02-11 19:59:37	23698	554	577
2019-02-11 20:59:37	23710	554	577
2019-02-12 17:14:39	23956	554	578
2019-02-12 18:14:39	23929	554	578
2019-02-12 19:14:39	23831	553	578
2019-02-12 20:14:40	23798	553	578
2019-02-12 21:14:41	23791	553	578
2019-02-12 22:14:42	23783	553	578
2019-02-12 23:14:43	22497	553	578
2019-02-13 00:14:43	23770	553	578
2019-02-13 01:14:44	23757	553	578
2019-02-13 02:14:44	23740	553	578
2019-02-13 03:14:45	23702	553	578
2019-02-13 04:14:45	23667	553	578
2019-02-13 05:14:46	23624	589	578
2019-02-13 06:14:47	22304	567	578
2019-02-13 07:14:48	22259	567	578
2019-02-13 08:14:48	22221	567	578
2019-02-13 09:14:49	22177	567	578
2019-02-13 10:14:49	22144	567	578
2019-02-13 11:14:50	22105	567	578
2019-02-13 12:14:50	22067	567	578
2019-02-13 13:14:50	23311	588	578
2019-02-13 14:14:51	23285	588	578
2019-02-13 15:14:52	23258	588	578
2019-02-13 16:14:52	23234	589	578
2019-02-13 17:14:53	23201	622	578
2019-02-13 18:14:53	23169	614	578
2019-02-13 19:14:54	23149	614	578
2019-02-13 20:14:55	23137	614	578
2019-02-13 21:14:55	23128	614	578
2019-02-13 22:14:55	23127	614	578
2019-02-13 23:14:56	23122	614	578
2019-02-14 00:14:56	23120	614	578
2019-02-14 01:14:57	23116	614	578
2019-02-14 02:14:57	23115	614	578
2019-02-14 03:14:58	23105	614	578
2019-02-14 04:14:58	23091	615	578
2019-02-14 05:14:59	23082	654	578
2019-02-14 06:15:00	23072	654	578
2019-02-14 07:15:00	23054	654	578
